name,bus0,bus1,c_nfkm,,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm
524,354,15,13.7,3,50,3749853,2.6,17.705,17705,1,,,0.025,429,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(11.6393121107521 48.1787834095237,11.8681562938884 48.2068029185353)",0.25
525,354,15,13.7,3,50,3749854,2.6,17.629,17629,1,,,0.025,430,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(11.6393121107521 48.1787834095237,11.8681562938884 48.2068029185353)",0.25
526,15,337,41.1,9,50,3749855,7.8,61.235,61235,3,,,0.008333,443;444;446,5133.798594,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(11.8681562938884 48.2068029185353,12.2968837896062 48.6069099225677)",0.083333
527,232,227,0.0274,3,50,3749856,0.52,0.161,161,0.5,,Vöhringen Amprion - LEW,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(10.0837512706734 48.268867515302,10.0821573264928 48.2660901578788)",0.5
528,315_220kV,232_220kV,0.0115,3,50,3749857,1.3,59.714,59714,1,,Vöhringen LEW - Oberottmarshausen,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(10.8408695619217 48.2380310092335,10.0837512706734 48.268867515302)",0.32
529,235,322_220kV,0.00575,6,50,3756855,0.65,72.34,72340,2,EnBW,,0.04,5120,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.25192548128222 47.6397698264894,7.75186249820802 48.0964057188536)",0.16
530,322_220kV,288,46,6,50,3756856,5.2,48.816,48816,4,,Weier - Eichstetten,0.02,,1981.466124,Al/St 240/40 2-bundle 220.0,220000,4,"SRID=4326;LINESTRING(7.75186249820802 48.0964057188536,7.91072928612534 48.5012882982432)",0.08
531,355,100_220kV,0.00575,6,50,3756857,0.65,23.056,23056,2,,Niederstedem (DE) - Vianden (LU),0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.17791451185192 49.9530650802033,6.47473977006816 49.9224692993999)",0.16
532,356,355,0.0115,3,50,3756858,1.3,2.552,2552,1,,Bauler (DE) - Vianden (LU),0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.21102031526762 49.9586257531557,6.17791451185192 49.9530650802033)",0.32
533,357,356,0.0115,3,50,3756859,1.3,10.361,10361,1,,Bauler (DE) - Flebour (LU),0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.11451700702834 49.9053646588261,6.21102031526762 49.9586257531557)",0.32
534,356,358,0.0115,3,50,3756860,1.3,28.063,28063,1,,Bauler (DE) - Roost (LU),0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.21102031526762 49.9586257531557,6.08346044961418 49.7764406189112)",0.32
535,359,360,27.4,6,50,3756990,5.2,40.228,40228,2,,Ensdorf (DE) - Vigy (FR),0.0125,,3422.532396,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.27694178519793 49.1977400673896,6.77320783777607 49.2910742103854)",0.125
536,360_220kV,361,11.5,3,50,3756991,1.3,20.195,20195,1,,Ensdorf (DE) - Saint Avold (FR),0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.77320783777607 49.2910742103854,6.70365235663769 49.1385111923078)",0.32
537,235,362_220kV,0.00575,6,50,3756997,0.65,22.565,22565,2,,Gurtweil (DE) - Laufenburg (CH),0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.25192548128222 47.6397698264894,8.04936352422006 47.550881853478)",0.16
538,167,363,23,6,50,3763835,2.6,1.864,1864,2,,Wambel - Ratsbusch,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.52228010104186 51.5321980552231,7.50006173413631 51.535174092458)",0.16
539,125_220kV,364,0.00575,6,50,3763836,0.65,3.618,3618,2,,Wiesdorf Ltg,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.97593254033334 51.0376007284972)",0.16
540,365,346,0.0137,6,50,3764521,0.26,1.538,1538,1,,Reuter,0.025,901;902,1711.266198,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(13.2428489964032 52.5349539946502,13.249028367237 52.5316238928337)",0.25
541,261,366,10.275,3,50,3767046,1.95,56.618,56618,0.75,,Bruchsal-Kändelweg-Pulverdingen,0.033333,,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(9.0454349679866 48.9029620137561,8.56218193445384 49.132949935954)",0.333333
542,54,56,0.0274,3,50,3767048,0.52,22.305,22305,0.5,,HD-Neurott - Phillipsburg,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.43846751211921 49.2524597288652,8.62320967451897 49.3565822492832)",0.5
543,367,366,10.275,3,50,3767049,1.95,21.649,21649,0.75,,Philippsburg-Bruchsal-Kändelweg,0.033333,,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(8.4413154852023 49.2514026469585,8.56218193445384 49.132949935954)",0.333333
544,231,368,0.0274,3,50,3782492,0.52,7.644,7644,0.5,Schluchseewerk AG,Wehr - Kühmoos II,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.94208128553147 47.6533415488354)",0.5
545,231,368,0.0274,3,50,3782493,0.52,7.667,7667,0.5,Schluchseewerk AG,Wehr - Kühmoos I,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.94208128553147 47.6533415488354)",0.5
546,30,369,6.85,3,50,3803146,1.3,32.522,32522,0.5,TenneT,Alfstedt - Dollern,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.06879105808819 53.5666414121342)",0.5
547,61,369,6.85,3,50,3803147,1.3,58.735,58735,0.5,TenneT,Farge - Alfstedt,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,9.06879105808819 53.5666414121342)",0.5
548,256,370,23,6,50,3803492,2.6,1.3,1300,2,,Diefflen - Dillinger Hütte,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.7413761724965 49.3574919373628)",0.16
549,256,371,11.5,3,50,3803493,1.3,0.481,481,1,amprion,Diefflen - Obergraben,0.08,2460,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.74970009407096 49.3651763747607)",0.32
550,256,372,11.5,3,50,3803494,1.3,1.123,1123,1,amprion,Diefflen - Saarwellingen,0.08,2451,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.76601564520935 49.3600771523749)",0.32
551,99,360,27.4,6,50,3803495,5.2,23.317,23317,2,,Uchtelfangen - Ensdorf,0.0125,,3422.532396,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.99647659179489 49.3754093063084,6.77320783777607 49.2910742103854)",0.125
552,356,100_220kV,0.00575,6,50,3803496,0.65,20.457,20457,2,,,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.21102031526762 49.9586257531557,6.47473977006816 49.9224692993999)",0.16
553,356,355,0.0115,3,50,3803497,1.3,2.552,2552,1,,Bauler (DE) - Vianden (LU),0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.21102031526762 49.9586257531557,6.17791451185192 49.9530650802033)",0.32
554,334,78,10.275,3,50,3805411,1.95,56.065,56065,0.75,,,0.033333,414,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,11.6463786274424 50.534876971042)",0.333333
555,338_220kV,373,0.0115,3,50,3861963,1.3,35.887,35887,1,,,0.08,275,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(12.0822544456506 49.2974477669261,12.1504016214021 49.0127518128214)",0.32
556,207,374,0.0115,3,50,3861964,1.3,3.523,3523,1,,Amelsbüren - Münster,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.60711612154456 51.8986046029193,7.5913598406626 51.928441667004)",0.32
557,57,375,11.5,3,50,3861966,1.3,2.681,2681,1,,Oberwald - Elfmorgenbruch,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.45154437251894 49.0074029130057)",0.32
558,209,376,13.7,3,50,3862869,2.6,5.847,5847,1,,3016,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.93969252741257 52.4030332405173,8.99620817966153 52.379587985752)",0.25
559,377,378,10.275,3,50,3862870,1.95,19.652,19652,0.75,,AL1-BZW,0.033333,,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(9.56282337410874 48.7014898200493,9.37084541589578 48.7191233300187)",0.333333
560,378,379,10.275,3,50,3862871,1.95,13.38,13380,0.75,,AL1-EDS,0.033333,,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(9.37084541589578 48.7191233300187,9.37760577643558 48.812606857093)",0.333333
561,16,49,0.0274,3,50,3883856,0.52,26.178,26178,0.5,,,0.05,3024,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(10.7610403785613 52.3677293804096,10.99933301239 52.2001419745622)",0.5
562,320,379,10.275,3,50,3862873,1.95,20.599,20599,0.75,,EDS-WDL,0.033333,,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(9.40063139462492 48.6669424396984,9.37760577643558 48.812606857093)",0.333333
563,380,299,11.5,3,50,3862874,1.3,26.528,26528,1,,Mehrum - Lahe,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.82158380229154 52.4248552546066,10.0876467999739 52.3151305547947)",0.32
564,307_220kV,381,11.5,3,50,3866628,1.3,27.26,27260,1,,Großgartach - Obrigheim,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.15135394990856 49.1433834119236,9.0762254363019 49.3633869626072)",0.32
565,382_220kV,308_220kV,11.5,3,50,3866867,1.3,2.735,2735,1,,,0.08,234,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(10.1602912689993 49.9891947837947,10.1878339995516 49.981219040845)",0.32
566,382_220kV,383,0.0115,3,50,3866868,1.3,5.191,5191,1,,,0.08,271,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(10.1602912689993 49.9891947837947,10.1964915719944 50.0279724033143)",0.32
567,384_220kV,382_220kV,11.5,3,50,3866869,1.3,90.818,90818,1,,,0.08,278,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,10.1602912689993 49.9891947837947)",0.32
568,246,385,10.275,3,50,3866871,1.95,29.655,29655,0.75,,,0.033333,412,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(8.95870856177306 50.0826078105489,9.09051754868887 49.9700413735997)",0.333333
569,246,308,0.018266667,3,50,3866872,0.346666667,116.059,116059,0.75,,,0.033333333,417,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(8.95870856177306 50.0826078105489,10.1878339995516 49.981219040845)",0.333333333
570,385,308,0.0274,3,50,3866873,0.52,86.838,86838,0.5,,,0.05,418,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.09051754868887 49.9700413735997,10.1878339995516 49.981219040845)",0.5
571,382,308,0.0274,3,50,3866874,0.52,2.265,2265,0.5,,,0.05,485,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(10.1602912689993 49.9891947837947,10.1878339995516 49.981219040845)",0.5
572,382,308,13.7,3,50,3866875,2.6,2.958,2958,1,,,0.025,487,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(10.1602912689993 49.9891947837947,10.1878339995516 49.981219040845)",0.25
573,254,225,5.75,3,50,3868253,0.65,46.959,46959,0.5,,Pfalz,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(7.79256714933307 49.8105487811028,7.72920197913641 49.4826474297682)",0.64
574,220,76,27.4,6,50,3873611,5.2,32.023,32023,2,TenneT,Bechterdissen - Elsen,0.0125,,3422.532396,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.70221844882815 51.7363525828065)",0.125
575,220_220kV,386,11.5,3,50,3873612,1.3,12.009,12009,1,,Bechterdissen - Lage,0.08,A3,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.8139941935628 51.9834366294197)",0.32
576,387,386,5.75,3,50,3873613,0.65,40.637,40637,0.5,,Lage - Veltheim,0.16,A6,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(8.93221843866486 52.1933124298166,8.8139941935628 51.9834366294197)",0.64
577,220_220kV,387,0.0115,3,50,3873614,1.3,31.846,31846,1,,Veltheim - Bechterdissen,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.93221843866486 52.1933124298166)",0.32
578,388,387,23,6,50,3873615,2.6,11.098,11098,2,,Veltheim - Meißen,0.04,A8;A9,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.95904413219088 52.2784949764899,8.93221843866486 52.1933124298166)",0.16
579,389,385_220kV,0.00575,6,50,3874447,0.65,46.72,46720,2,,,0.04,216;217,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.59430158866246 49.7984427303145,9.09051754868887 49.9700413735997)",0.16
580,334,390,13.7,3,50,3874448,2.6,81.073,81073,1,,,0.025,432,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,10.9729038959004 49.5585073756737)",0.25
581,384,334,13.7,3,50,3874451,2.6,102.607,102607,1,,,0.025,436,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,11.193727795361 50.1622144406172)",0.25
582,384,390,13.7,3,50,3874452,2.6,27.503,27503,1,,,0.025,438,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,10.9729038959004 49.5585073756737)",0.25
583,391_220kV,385_220kV,11.5,6,50,3874453,1.3,28.905,28905,1,,Staudinger - Aschaffenburg,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(8.95464412133747 50.0860157333265,9.09051754868887 49.9700413735997)",0.32
584,384_220kV,389,11.5,6,50,3874454,1.3,114.917,114917,1,,Trennfeld - Raitersaich,0.08,211,495.366531,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,9.59430158866246 49.7984427303145)",0.32
585,144,392,0.0115,3,50,3883649,1.3,0.647,647,1,,,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.17937912538938 51.4722019484347,7.17590438914786 51.4755782506206)",0.32
586,37,49,0.0274,3,50,3883858,0.52,48.738,48738,0.5,50Hertz,,0.05,491,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,10.99933301239 52.2001419745622)",0.5
587,37,49,0.0274,3,50,3883859,0.52,48.758,48758,0.5,50Hertz,,0.05,492,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,10.99933301239 52.2001419745622)",0.5
588,393,233,0.0274,3,50,3883861,0.52,41.042,41042,0.5,,Delmensingen - Niederstotzingen,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(10.231641549556 48.5297622792522,9.88551509756969 48.3040743584705)",0.5
589,394,312,0.0274,3,50,3883862,0.52,20.318,20318,0.5,,Goldshöfe - Rotensohl,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(10.2224539935941 48.7367522347984,10.1174866946797 48.8971053361382)",0.5
590,262,395,0.0274,3,50,3883863,0.52,18.314,18314,0.5,,Grünkraut - Obermooweiler,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.8013171668981 47.6525043240978,9.64533503255392 47.7445961090448)",0.5
591,396,230,0.0274,3,50,3883864,0.52,2.192,2192,0.5,LEW,Gundelfingen - Gundremmingen,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(10.4015868558303 48.5099297352537,10.391776056934 48.5184609117668)",0.5
592,397,284,13.7,3,50,3885010,2.6,50.615,50615,1,TenneT,,0.025,3023,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.80962330905886 50.2034748086043,8.65659923594081 50.6055491256016)",0.25
593,397,246,13.7,3,50,3885011,2.6,19.665,19665,1,,,0.025,3024,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.80962330905886 50.2034748086043,8.95870856177306 50.0826078105489)",0.25
594,25,398,13.7,6,50,3885012,2.6,50.881,50881,1,TenneT,,0.025,303,1711.266198,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.34476098807139 53.9218370583068,9.72460611042234 54.2882702503445)",0.25
595,81,74,0.0274,3,50,3885041,0.52,43.423,43423,0.5,50Hertz,,0.05,539,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.9024346886892 51.8747235190459)",0.5
596,81,74,0.0274,3,50,3885042,0.52,43.44,43440,0.5,50Hertz,,0.05,540,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.9024346886892 51.8747235190459)",0.5
597,280,80,0.0274,3,50,3885043,0.52,94.056,94056,0.5,50Hertz,,0.05,557,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(13.3823233828996 51.3559961579888,14.5081091811329 51.4137103812427)",0.5
598,280,80,0.0274,3,50,3885044,0.52,94.068,94068,0.5,50Hertz,,0.05,558,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(13.3823233828996 51.3559961579888,14.5081091811329 51.4137103812427)",0.5
599,81,280,0.0274,3,50,3885045,0.52,121.638,121638,0.5,50Hertz,,0.05,559,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.3823233828996 51.3559961579888)",0.5
600,81,280,0.0274,3,50,3885046,0.52,121.608,121608,0.5,50Hertz,,0.05,560,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.3823233828996 51.3559961579888)",0.5
601,334_220kV,336_220kV,0.0115,3,50,3888198,1.3,49.216,49216,1,,,0.08,246,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,11.8107025453557 50.1837655260691)",0.32
602,399,261_220kV,0.0115,3,50,3888199,1.3,9.513,9513,1,,,0.08,9333,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.09714220939812 48.8277618380686,9.0454349679866 48.9029620137561)",0.32
603,220_220kV,387,0.0115,3,50,3888200,1.3,34.201,34201,1,,,0.08,A1,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.93221843866486 52.1933124298166)",0.32
604,220_220kV,400,0.00575,6,50,3888201,0.65,1.688,1688,2,,,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.62886493303814 51.9936340707213)",0.16
605,400,387,0.0115,3,50,3888202,1.3,33.114,33114,1,Netz Veltheim,,0.08,A2,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.62886493303814 51.9936340707213,8.93221843866486 52.1933124298166)",0.32
606,401,24_220kV,5.75,3,50,3889743,0.65,24.702,24702,0.5,TenneT,207A,0.16,207A,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(10.0604081018258 54.3487708201584,9.72699196993402 54.2914209867842)",0.64
607,83,401,5.75,3,50,3889744,0.65,19.436,19436,0.5,TenneT,207A,0.16,207A,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,10.0604081018258 54.3487708201584)",0.64
608,22_220kV,402,0.0115,3,50,3889745,1.3,18.353,18353,1,,,0.08,212,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.20210420095253 53.8951574100045,9.44963652666114 53.967286497351)",0.32
609,99_220kV,239,11.5,3,50,3889746,1.3,70.865,70865,1,,Osburg,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.99647659179489 49.3754093063084,6.70228540768092 49.8289944201161)",0.32
610,362_220kV,231_220kV,0.00575,6,50,3915992,0.65,9.168,9168,2,,Kühmoss - Laufenberg 220 kV,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.04936352422006 47.550881853478,7.95805402328778 47.5954722640613)",0.16
611,403,362,0.0274,3,50,3916226,0.52,22.98,22980,0.5,,Tiengen (DE) - Laufenberg (CH),0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.25885994832776 47.6342116213731,8.04936352422006 47.550881853478)",0.5
612,403_220kV,404_220kV,0.0115,3,50,3916290,1.3,10.791,10791,1,,Tiengen (DE) - Beznau (CH) 220 kV,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.25885994832776 47.6342116213731,8.23209442033504 47.5561434831307)",0.32
613,403,404,0.0274,3,50,3916291,0.52,9.656,9656,0.5,,Tiengen (DE) - Beznau (CH) 380 kV,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.25885994832776 47.6342116213731,8.23209442033504 47.5561434831307)",0.5
614,405,231,0.0274,3,50,3916522,0.52,27.702,27702,0.5,,Asphard (CH) - Kühmoos (DE),0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(7.75259055668336 47.5391330214816,7.95805402328778 47.5954722640613)",0.5
615,189,362,0.0274,3,50,3916550,0.52,82.181,82181,0.5,,Trossingen (DE) - Laufenburg (CH),0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.61664767275337 48.0659537906797,8.04936352422006 47.550881853478)",0.5
616,234,406,0.0115,3,50,3918228,1.3,12.24,12240,1,,Beuren - Stockach,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.01340238045655 47.8453486310857,8.86152575255362 47.8064353220893)",0.32
617,235,406,0.0115,3,50,3918229,1.3,77.251,77251,1,,Gurtweil - Beuren,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.25192548128222 47.6397698264894,8.86152575255362 47.8064353220893)",0.32
619,235,403_220kV,0.0115,3,50,3918231,1.3,0.878,878,1,,Tiengen - Gurtweil,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.25192548128222 47.6397698264894,8.25885994832776 47.6342116213731)",0.32
620,216,261,0.0274,3,50,3926258,0.52,12.774,12774,0.5,,Hoheneck Amprion - Pulverdingen,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.1907874369222 48.914416873799,9.0454349679866 48.9029620137561)",0.5
